event_id,queue_id,repair_class,url,status,body_hash,body_path,metadata_path,error
turkey-cmb-casp-licensing-law-7518-2024,239,repair_replayable_trigger_anchor,https://www.resmigazete.gov.tr/eskiler/2024/07/20240702.htm,captured;patched_fields=10,sha256:ed04b5a959c6af7fb7458f3765dfb21be44bcaad4e35e845ff3dfb073d52ea0f,sources/http_captures/turkey-cmb-casp-licensing-law-7518-2024/v0_3_repair/www.resmigazete.gov.tr__eskiler-2024-07-20240702.htm__f1bf1bc7cb.html,sources/http_captures/turkey-cmb-casp-licensing-law-7518-2024/v0_3_repair/www.resmigazete.gov.tr__eskiler-2024-07-20240702.htm__f1bf1bc7cb.json,
uae-vara-licence-issuance-regime-2023,240,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
uk-fca-crypto-promotion-rule-2023,242,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
uk-hmrc-bitcoin-vat-brief-09-14-2014,243,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
ukraine-virtual-assets-law-2022-03,244,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
uniswap-tokenized-stocks-delisting-2021-07,248,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
unsc-resolution-2371-dprk-crypto-2017,249,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
uzbekistan-napp-vasp-licensing-2022-07,250,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
voyager-bankruptcy-doj-objection-2023,251,repair_replayable_trigger_anchor,https://cases.stretto.com/Voyager/court-docket,captured;patched_fields=4,sha256:9521dc8f420e8bdf5c011d45c49a92e91878c79b0254c6fc3c92e91bf742a993,sources/http_captures/voyager-bankruptcy-doj-objection-2023/v0_3_repair/cases.stretto.com__Voyager-court-docket__16ccfbf7a0.html,sources/http_captures/voyager-bankruptcy-doj-objection-2023/v0_3_repair/cases.stretto.com__Voyager-court-docket__16ccfbf7a0.json,
wikileaks-amazon-aws-eviction-2010-12,253,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-bank-of-america-block-2010-12,254,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-everydns-domain-termination-2010-12,255,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-mastercard-suspension-2010-12,256,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-paypal-freeze-2010-12,257,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-postfinance-account-closure-2010-12,258,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-visa-europe-suspension-2010-12,259,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
wikileaks-wau-holland-tax-status-challenge-2010-12,260,repair_replayable_trigger_anchor,,no_existing_url_missing_anchor,,,,
ofac-recent-action-20240111,169,repair_observation_primary_source,,no_existing_url_missing_anchor,,,,
tether-pig-butchering-second-wave-2024,224,repair_observation_primary_source,,no_existing_url_missing_anchor,,,,
