event_id,research_stratum,empirical_shape,admission_tier,derived_archetype,changed_layer_signature,changed_layer_count,latency_regime,time_to_first_change_hours,trigger_is_action,has_recovery_signal,is_upper_layer_only,is_base_layer_observed
lazarus-laundering-ofac-2020,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
liberty-reserve-coordinated-takedown-2013-05,S3_doj_sec_cftc_fiod,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
liberty-reserve-costa-rica-license-denial-2011-03,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
lockbit-affiliates-ofac-2024,S1_ofac_sdn,comparison,empirical_case,asset_only,asset_onchain,1,acute,24.32,false,false,true,false
lockbit-leader-ofac-2024,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
makerdao-emergency-shutdown-contingency-2022-08,S5_corporate,null_event,null_case,null_event,none,0,none,,false,false,false,false
malaysia-sc-binance-disable-2021,S4_nation_state,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
matveev-ofac-2023,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
media-land-volosovik-bulletproof-ofac-2025-11,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
metamask-eth-phishing-detect-tornado-additions-2022,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,true,true,false
metamask-snaps-region-restrictions-2023-09,S5_corporate,comparison,empirical_case,multi_layer,l3_rpc+l4_frontend,2,synchronous,0.0,true,false,false,false
mica-l2-esma-eba-rts-2024,S6_supranational,null_event,null_case,null_event,none,0,none,,false,false,false,false
morocco-office-des-changes-crypto-ban-2017-11,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
mtgox-bankruptcy-tokyo-2014,S5_corporate,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,true,false,true,false
mtgox-coinlab-civil-2013,S3_doj_sec_cftc_fiod,null_event,null_case,null_event,none,0,none,,false,false,false,false
mtgox-dhs-dwolla-wells-fargo-seizure-2013,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
mtgox-june-2011-hack-trading-suspension,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,acute,24.0,false,true,true,false
mtgox-mizuho-wire-pressure-2012,S5_corporate,null_event,null_case,null_event,none,0,none,,false,false,false,false
mtgox-usd-withdrawal-suspension-2013-06,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
myanmar-cbm-crypto-prohibition-directive-9-2020,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
nemesis-parsarad-darknet-ofac-2025-03,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
nepal-nrb-bitcoin-ban-2017-08,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,lagged,1296.0,false,false,true,false
nepal-nrb-comprehensive-crypto-ban-2021-09,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
netex24-bitpapa-russia-crypto-ofac-2024-03,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
netherlands-dnb-binance-warning-2021,S4_nation_state,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,lagged,7608.0,false,false,true,false
nigeria-binance-network-block-2024-02,S4_nation_state,comparison,empirical_case,multi_layer,l0_network+offramp_cex,2,synchronous,0.0,false,false,false,true
nigeria-cbn-crypto-ban-2021,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
nydfs-bitlicense-2015-06,S4_nation_state,comparison,empirical_case,frontend_only,l4_frontend,1,acute,24.0,false,false,true,false
oecd-carf-2022,S6_supranational,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
ofac-dprk-it-worker-sim-hyon-sop-2023-04,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
ofac-hamas-buy-cash-msb-2023-10,S1_ofac_sdn,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
ofac-hamas-gaza-now-2024-03,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
ofac-houthi-al-jamal-crypto-refresh-2024-12,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
ofac-recent-action-20240111,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
ofac-trickbot-conti-eleven-2023-09,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
ofac-zhdanova-russian-elite-launderer-2023-11,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
okex-privacy-coin-delisting-2019-09,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,delayed,576.0,false,false,true,false
oko-design-bureau-russia-drone-ofac-2024-05,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
okx-aux-cayes-doj-guilty-plea-2025,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
okx-canada-exit-2023,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,delayed,96.0,false,false,true,false
okx-india-exit-2024-03,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
okx-nigeria-exit-2024-08,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,delayed,720.0,false,false,true,false
okx-privacy-token-delist-2024,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
opensea-iran-cuba-sanctions-block-2022,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
orca-dex-us-frontend-block-2023-03,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,delayed,360.0,false,false,true,false
pakistan-sbp-crypto-prohibition-2018-04,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
pancakeswap-sanctioned-country-frontend-geofence-2022,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
paxos-busd-nydfs-minting-stop-2023,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
paxos-canada-exit-2023-04,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,lagged,1224.0,false,false,true,false
pecunix-bullion-transfer-2008,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
pertsev-nl-arrest-2022,S3_doj_sec_cftc_fiod,null_event,null_case,null_event,none,0,none,,false,false,false,false
philippines-bsp-vasp-license-moratorium-2022-09,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
philippines-sec-binance-block-2024,S4_nation_state,comparison,empirical_case,multi_layer,l0_network+offramp_cex,2,synchronous,0.0,false,false,false,true
poloniex-circle-us-token-geofence-2019-05,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,delayed,328.0,false,false,true,false
polymarket-cftc-geofence-2022-01,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
polynonce-bittrex-fincen-2022,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
powell-unlicensed-bitcoin-exchange-2014,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
prince-group-chen-zhi-ofac-2025-10,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
pump-fun-uk-fca-geofence-2024-12,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
qatar-qcb-qfcra-virtual-asset-ban-2019-12,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
ripple-fincen-xrp-2015,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
russia-cbr-bitcoin-information-letter-2014,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
russia-cbr-crypto-payment-ban-2022,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
russia-dfa-law-2020,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
russia-election-interference-ofac-2020,S1_ofac_sdn,comparison,empirical_case,asset_only,asset_onchain,1,lagged,13560.82,false,false,true,false
russia-mining-legalization-law-2024-08,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
russia-mining-regional-ban-2024-12,S4_nation_state,comparison,empirical_case,other_single_layer,l1_consensus,1,synchronous,0.0,false,false,false,true
russia-rosfinmonitoring-binance-russia-rails-2022,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
russian-cyber-theft-ofac-2020,S1_ofac_sdn,comparison,empirical_case,asset_only,asset_onchain,1,lagged,5217.07,false,false,true,false
russian-cybercrime-infra-ofac-2025,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
salame-ftx-campaign-finance-doj-2023,S3_doj_sec_cftc_fiod,null_event,null_case,null_event,none,0,none,,false,false,false,false
samourai-doj-2024,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,acute,19.66,false,false,true,false
sec-abra-plutus-earn-cease-2024-08,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-beaxy-platform-shutdown-2023,S3_doj_sec_cftc_fiod,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
sec-burnside-bitcoin-stock-exchange-2014,S3_doj_sec_cftc_fiod,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
sec-consensys-metamask-staking-swaps-2024-06,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
sec-etherdelta-coburn-unregistered-exchange-2018-11,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
sec-etoro-cease-crypto-trading-2024-09,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-garza-gaw-miners-zenminer-2015,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
sec-kik-interactive-kin-unregistered-offering-2020-10,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-lbry-lbc-unregistered-securities-2021-03,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-nexo-earn-lending-product-cease-2023-01,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-poloniex-unregistered-exchange-2021-08,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-shavers-btcst-2013,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-tokenlot-unregistered-broker-2018-09,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
sec-tradestation-crypto-lending-cease-2024-02,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,delayed,360.0,false,false,true,false
sec-v-binance-2023,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,delayed,72.0,false,false,true,false
sec-v-bittrex-2023,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,delayed,312.0,false,false,true,false
sec-v-coinbase-2023,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,lagged,912.0,false,false,true,false
sec-v-ftx-2022,S3_doj_sec_cftc_fiod,null_event,null_case,null_event,none,0,none,,false,false,false,false
sec-v-ripple-2020,S3_doj_sec_cftc_fiod,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
sec-v-telegram-ton-2020,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,lagged,1176.0,false,false,true,false
sec-voorhees-satoshidice-2014,S3_doj_sec_cftc_fiod,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
semenov-ofac-2023,S1_ofac_sdn,comparison,empirical_case,asset_only,asset_onchain,1,acute,24.27,false,false,true,false
shapeshift-mandatory-kyc-anonymity-end-2018-09,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
shrem-faiella-bitcoin-exchange-2014,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,lagged,5280.0,false,false,true,false
sichuan-silence-ofac-2024,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
silk-road-doj-seizure-2013,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
sinbad-doj-2024,S3_doj_sec_cftc_fiod,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
sinbad-ofac-2023,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
singapore-mas-binance-services-2021,S4_nation_state,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,delayed,72.0,false,false,true,false
singapore-mas-retail-crypto-restriction-2022,S4_nation_state,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
south-africa-fsca-crypto-financial-product-2022,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
sri-lanka-cbsl-crypto-warning-fx-directive-2021,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
storm-semenov-doj-2023,S3_doj_sec_cftc_fiod,null_event,null_case,null_event,none,0,none,,false,false,false,false
suex-ofac-2021,S1_ofac_sdn,comparison,empirical_case,asset_only,asset_onchain,1,delayed,49.73,false,false,true,false
switzerland-finma-tezos-zg-2018,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
taiwan-fsc-aml-vasp-regime-2021-2024,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
taiwan-fsc-bitcoin-bank-atm-ban-2014-01,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
tengyue-chemical-fentanyl-ofac-2025-09,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
teraexchange-cftc-bitcoin-swap-2015,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
tether-doj-pig-butchering-freeze-2023,S5_corporate,comparison,empirical_case,multi_layer,asset_onchain+offramp_cex,2,synchronous,0.0,true,false,true,false
tether-dprk-precommit-freeze-2025,S5_corporate,comparison,empirical_case,asset_only,asset_onchain,1,synchronous,0.0,true,false,true,false
tether-garantex-usdt-freeze-2025-03,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
tether-pig-butchering-second-wave-2024,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
tether-retroactive-sweep-2023,S5_corporate,comparison,empirical_case,asset_only,asset_onchain,1,synchronous,0.0,true,false,true,false
tether-tron-philippines-pdea-freeze-2024,S5_corporate,null_event,null_case,null_event,none,0,none,,false,false,false,false
thailand-bot-bitcoin-prohibition-2013,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,true,true,false
thailand-sec-binance-bybit-c-and-d-2021,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
thailand-sec-crypto-payment-ban-2022-04,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
thailand-sec-meme-fan-nft-exchange-token-ban-2021-06,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
tornado-cash-frontend-tornado-cash-eth-block-2022-04,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,true,true,false
tornado-cash-github-takedown-2022-08,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,true,true,false
tornado-cash-ofac-2022,S1_ofac_sdn,cascade,anchor_case,multi_layer,asset_onchain+l1_consensus+l3_rpc+l4_frontend+offramp_cex,5,acute,2.85,false,true,false,true
tornado-cash-ofac-delisting-2025,S2_ofac_removal,cascade,empirical_case,multi_layer,asset_onchain+l1_consensus+l3_rpc+l4_frontend,4,synchronous,0.0,false,true,false,true
tornado-cash-ofac-redesignation-2022,S1_ofac_sdn,comparison,empirical_case,asset_only,asset_onchain,1,lagged,9509.3,false,false,true,false
tornado-cash-pertsev-doj-indictment-2023,S3_doj_sec_cftc_fiod,null_event,null_case,null_event,none,0,none,,false,false,false,false
tornado-cash-storm-conviction-2025,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
tornado-cash-tornadocash-org-seizure-2022,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,true,true,false
tradehill-dwolla-payment-cutoff-2012-02,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
trustwallet-sanctioned-token-ui-update-2022,S5_corporate,null_event,null_case,null_event,none,0,none,,false,false,false,false
turkey-cbrt-crypto-ban-2021,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,delayed,336.0,false,false,true,false
turkey-cmb-casp-licensing-law-7518-2024,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
uae-sca-crypto-asset-activities-regulation-decision-23-2020,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
uae-vara-licence-issuance-regime-2023,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
uk-fca-binance-markets-2021,S4_nation_state,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,acute,24.0,false,false,true,false
uk-fca-crypto-promotion-rule-2023,S4_nation_state,comparison,empirical_case,multi_layer,l4_frontend+offramp_cex,2,synchronous,0.0,false,false,true,false
uk-hmrc-bitcoin-vat-brief-09-14-2014,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
ukraine-virtual-assets-law-2022-03,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
uniswap-balancer-tornado-frontend-block-2022-08,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,true,true,false
uniswap-frontend-delisting-2023,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
uniswap-token-list-curation-default-2021,S5_corporate,null_event,null_case,null_event,none,0,none,,false,false,false,false
uniswap-tokenized-stocks-delisting-2021-07,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
unsc-resolution-2371-dprk-crypto-2017,S6_supranational,null_event,null_case,null_event,none,0,none,,false,false,false,false
upbit-bithumb-regulatory-delisting-purge-2021-06,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
upbit-privacy-coin-delisting-2019-09,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,delayed,240.0,false,false,true,false
uzbekistan-napp-vasp-licensing-2022-07,S4_nation_state,null_event,null_case,null_event,none,0,none,,false,false,false,false
venezuela-sunacrip-mining-exchange-halt-2023-03,S4_nation_state,comparison,empirical_case,other_single_layer,l1_consensus,1,synchronous,0.0,false,false,false,true
vietnam-sbv-payment-prohibition-2017-10,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
voyager-bankruptcy-doj-objection-2023,S3_doj_sec_cftc_fiod,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
wang-hongfei-fentanyl-precursor-ofac-2023-04,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
webmoney-ukraine-tax-police-freeze-2013-06,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
welcome-to-video-doj-2019,S3_doj_sec_cftc_fiod,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,false,false,true,false
wikileaks-amazon-aws-eviction-2010-12,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,false,true,false
wikileaks-bank-of-america-block-2010-12,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
wikileaks-everydns-domain-termination-2010-12,S5_corporate,comparison,empirical_case,frontend_only,l4_frontend,1,synchronous,0.0,true,true,true,false
wikileaks-mastercard-suspension-2010-12,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
wikileaks-paypal-freeze-2010-12,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
wikileaks-postfinance-account-closure-2010-12,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
wikileaks-visa-europe-suspension-2010-12,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
wikileaks-wau-holland-tax-status-challenge-2010-12,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
wikileaks-western-union-interdiction-2010-12,S5_corporate,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,true,false,true,false
zheng-yan-fentanyl-ofac-2019-08,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
zimbabwe-rbz-circular-2-2018-golix-ban,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
zimbabwe-rbz-circular-2-2018-golix,S4_nation_state,comparison,empirical_case,cex_only,offramp_cex,1,synchronous,0.0,false,false,true,false
zservers-ofac-2025,S1_ofac_sdn,null_event,null_case,null_event,none,0,none,,false,false,false,false
